species,region,quantity,year,mean,lower,upper,region_type
MYSE,Saskatchewan,psi_bar_t,2019,0.4247,0.3012,0.5509,admin1
MYSE,Saskatchewan,delta_bar_t,2011,-0.0709,-0.3525,0.2682,admin1
MYSE,Saskatchewan,delta_bar_t,2012,-0.1862,-0.4715,0.0931,admin1
MYSE,Saskatchewan,delta_bar_t,2013,-0.0599,-0.4412,0.4902,admin1
MYSE,Saskatchewan,delta_bar_t,2014,-0.1246,-0.3572,0.1514,admin1
MYSE,Saskatchewan,delta_bar_t,2015,0.0660,-0.2061,0.4087,admin1
MYSE,Saskatchewan,delta_bar_t,2016,-0.0872,-0.4684,0.4873,admin1
MYSE,Saskatchewan,delta_bar_t,2017,0.2199,-0.0684,0.5786,admin1
MYSE,Saskatchewan,delta_bar_t,2018,0.4456,0.1229,0.8738,admin1
MYSE,Saskatchewan,delta_bar_t,2019,-0.1887,-0.3999,0.0331,admin1
MYSE,Saskatchewan,delta_avg_9year,NA,0.0016,-0.0481,0.0611,admin1
MYSE,Saskatchewan,delta_tot_9year,NA,-0.2258,-0.5489,0.2136,admin1
MYSE,Kansas,delta_avg_7year,NA,-0.0107,-0.1220,0.1289,admin1
MYSE,Kansas,delta_tot_7year,NA,-0.5176,-0.7921,0.0151,admin1
MYSE,Arkansas,delta_avg_7year,NA,-0.0209,-0.0779,0.0441,admin1
MYSE,Arkansas,delta_tot_7year,NA,-0.3184,-0.5567,0.0203,admin1
MYSE,Ohio,delta_avg_7year,NA,-0.0221,-0.0687,0.0353,admin1
MYSE,Ohio,delta_tot_7year,NA,-0.3045,-0.5214,0.0139,admin1
MYSE,Alabama,delta_avg_7year,NA,-0.0214,-0.1046,0.0804,admin1
MYSE,Alabama,delta_tot_7year,NA,-0.4225,-0.6936,0.0499,admin1
MYSE,Iowa,delta_avg_7year,NA,-0.0199,-0.0990,0.0770,admin1
MYSE,Iowa,delta_tot_7year,NA,-0.4221,-0.6798,-0.0047,admin1
MYSE,Wisconsin,delta_avg_7year,NA,-0.0254,-0.0693,0.0233,admin1
MYSE,Wisconsin,delta_tot_7year,NA,-0.3073,-0.4976,-0.0375,admin1
MYSE,Nebraska,delta_avg_7year,NA,0.0301,-0.0685,0.1422,admin1
MYSE,Nebraska,delta_tot_7year,NA,-0.1543,-0.5723,0.5045,admin1
MYSE,Michigan,delta_avg_7year,NA,-0.0146,-0.0658,0.0449,admin1
MYSE,Michigan,delta_tot_7year,NA,-0.2693,-0.5100,0.0657,admin1
MYSE,North Dakota,delta_avg_7year,NA,0.0322,-0.0316,0.1029,admin1
MYSE,North Dakota,delta_tot_7year,NA,0.0425,-0.3645,0.5872,admin1
MYSE,Kentucky,delta_avg_7year,NA,-0.0383,-0.0784,0.0134,admin1
MYSE,Kentucky,delta_tot_7year,NA,-0.3512,-0.5341,-0.0520,admin1
MYSE,South Dakota,delta_avg_7year,NA,0.0196,-0.0557,0.1071,admin1
MYSE,South Dakota,delta_tot_7year,NA,-0.1283,-0.4854,0.3821,admin1
MYSE,Maine,delta_avg_7year,NA,-0.0080,-0.0470,0.0372,admin1
MYSE,Maine,delta_tot_7year,NA,-0.1583,-0.3776,0.1203,admin1
MYSE,Georgia,delta_avg_7year,NA,-0.0031,-0.0788,0.0829,admin1
MYSE,Georgia,delta_tot_7year,NA,-0.2788,-0.5859,0.1848,admin1
MYSE,Virginia,delta_avg_7year,NA,-0.0168,-0.0535,0.0275,admin1
MYSE,Virginia,delta_tot_7year,NA,-0.2137,-0.4154,0.0697,admin1
MYSE,Missouri,delta_avg_7year,NA,-0.0399,-0.1197,0.0564,admin1
MYSE,Missouri,delta_tot_7year,NA,-0.5466,-0.7629,-0.1340,admin1
MYSE,Pennsylvania,delta_avg_7year,NA,-0.0237,-0.0464,0.0038,admin1
MYSE,Pennsylvania,delta_tot_7year,NA,-0.1964,-0.3342,-0.0242,admin1
MYSE,Illinois,delta_avg_7year,NA,-0.0235,-0.0851,0.0468,admin1
MYSE,Illinois,delta_tot_7year,NA,-0.3760,-0.6181,-0.0117,admin1
MYSE,Colorado,delta_avg_7year,NA,0.0933,-0.0585,0.2578,admin1
MYSE,Colorado,delta_tot_7year,NA,0.1253,-0.6044,1.5498,admin1
MYSE,Montana,delta_avg_7year,NA,0.0211,-0.0384,0.0859,admin1
MYSE,Montana,delta_tot_7year,NA,-0.0159,-0.3722,0.4614,admin1
MYSE,Minnesota,delta_avg_7year,NA,0.0068,-0.0429,0.0692,admin1
MYSE,Minnesota,delta_tot_7year,NA,-0.1387,-0.4257,0.2401,admin1
MYSE,Indiana,delta_avg_7year,NA,-0.0272,-0.0964,0.0563,admin1
MYSE,Indiana,delta_tot_7year,NA,-0.4381,-0.6760,-0.0294,admin1
MYSE,Washington,delta_avg_7year,NA,0.0057,-0.0198,0.0326,admin1
MYSE,Washington,delta_tot_7year,NA,0.0090,-0.1599,0.2247,admin1
MYSE,North Carolina,delta_avg_7year,NA,-0.0003,-0.0511,0.0524,admin1
MYSE,North Carolina,delta_tot_7year,NA,-0.1371,-0.4124,0.2031,admin1
MYSE,Mississippi,delta_avg_7year,NA,0.0425,-0.0649,0.1703,admin1
MYSE,Mississippi,delta_tot_7year,NA,-0.1519,-0.6239,0.6349,admin1
MYSE,South Carolina,delta_avg_7year,NA,0.0177,-0.0774,0.1278,admin1
MYSE,South Carolina,delta_tot_7year,NA,-0.2523,-0.6297,0.3814,admin1
MYSE,New York,delta_avg_7year,NA,-0.0197,-0.0437,0.0084,admin1
MYSE,New York,delta_tot_7year,NA,-0.1832,-0.3241,-0.0093,admin1
MYSE,Wyoming,delta_avg_7year,NA,0.0244,-0.0708,0.1370,admin1
MYSE,Wyoming,delta_tot_7year,NA,-0.1554,-0.5848,0.5948,admin1
MYSE,Vermont,delta_avg_7year,NA,-0.0187,-0.0384,0.0039,admin1
MYSE,Vermont,delta_tot_7year,NA,-0.1467,-0.2710,0.0065,admin1
MYSE,Tennessee,delta_avg_7year,NA,-0.0413,-0.0931,0.0182,admin1
MYSE,Tennessee,delta_tot_7year,NA,-0.4049,-0.6078,-0.0807,admin1
MYSE,Oklahoma,delta_avg_7year,NA,-0.0430,-0.1217,0.0514,admin1
MYSE,Oklahoma,delta_tot_7year,NA,-0.4943,-0.7262,-0.0825,admin1
MYSE,Maryland,delta_avg_7year,NA,-0.0050,-0.0571,0.0490,admin1
MYSE,Maryland,delta_tot_7year,NA,-0.1989,-0.4620,0.1295,admin1
MYSE,Louisiana,delta_avg_7year,NA,0.0789,-0.0454,0.2345,admin1
MYSE,Louisiana,delta_tot_7year,NA,0.0530,-0.5742,1.2361,admin1
MYSE,West Virginia,delta_avg_7year,NA,-0.0166,-0.0355,0.0054,admin1
MYSE,West Virginia,delta_tot_7year,NA,-0.1403,-0.2534,0.0031,admin1
MYSE,Massachusetts,delta_avg_7year,NA,-0.0035,-0.0437,0.0393,admin1
MYSE,Massachusetts,delta_tot_7year,NA,-0.1373,-0.3593,0.1606,admin1
MYSE,New Hampshire,delta_avg_7year,NA,-0.0039,-0.0278,0.0231,admin1
MYSE,New Hampshire,delta_tot_7year,NA,-0.0660,-0.2233,0.1263,admin1
MYSE,Connecticut,delta_avg_7year,NA,-0.0026,-0.0413,0.0374,admin1
MYSE,Connecticut,delta_tot_7year,NA,-0.1089,-0.3214,0.1586,admin1
MYSE,Idaho,delta_avg_7year,NA,0.0062,-0.0220,0.0368,admin1
MYSE,Idaho,delta_tot_7year,NA,0.0054,-0.1840,0.2343,admin1
MYSE,Delaware,delta_avg_7year,NA,0.0331,-0.0544,0.1317,admin1
MYSE,Delaware,delta_tot_7year,NA,-0.1157,-0.5335,0.4605,admin1
MYSE,New Jersey,delta_avg_7year,NA,-0.0050,-0.0534,0.0437,admin1
MYSE,New Jersey,delta_tot_7year,NA,-0.1732,-0.4309,0.1489,admin1
MYSE,Rhode Island,delta_avg_7year,NA,0.0172,-0.0491,0.0919,admin1
MYSE,Rhode Island,delta_tot_7year,NA,-0.1350,-0.4777,0.3382,admin1
MYSE,Texas,delta_avg_7year,NA,0.0144,-0.0967,0.1510,admin1
MYSE,Texas,delta_tot_7year,NA,-0.3108,-0.6994,0.3755,admin1
MYSE,District of Columbia,delta_avg_7year,NA,0.0279,-0.0479,0.1174,admin1
MYSE,District of Columbia,delta_tot_7year,NA,-0.0978,-0.4759,0.4542,admin1
MYSE,Alberta,delta_avg_7year,NA,0.0376,-0.0404,0.1364,admin1
MYSE,Alberta,delta_tot_7year,NA,0.0288,-0.4623,0.7884,admin1
MYSE,British Columbia,delta_avg_7year,NA,0.0029,-0.0375,0.0465,admin1
MYSE,British Columbia,delta_tot_7year,NA,-0.0480,-0.3084,0.2759,admin1
MYSE,Manitoba,delta_avg_7year,NA,0.0287,-0.0380,0.1142,admin1
MYSE,Manitoba,delta_tot_7year,NA,-0.0643,-0.4631,0.5773,admin1
MYSE,New Brunswick,delta_avg_7year,NA,0.0094,-0.0316,0.0589,admin1
MYSE,New Brunswick,delta_tot_7year,NA,-0.0439,-0.3219,0.3432,admin1
MYSE,Nova Scotia,delta_avg_7year,NA,-0.0006,-0.0419,0.0472,admin1
MYSE,Nova Scotia,delta_tot_7year,NA,-0.1097,-0.3697,0.2086,admin1
MYSE,Ontario,delta_avg_7year,NA,0.0095,-0.0462,0.0758,admin1
MYSE,Ontario,delta_tot_7year,NA,-0.1280,-0.4521,0.3433,admin1
MYSE,Prince Edward Island,delta_avg_7year,NA,0.0086,-0.0369,0.0623,admin1
MYSE,Prince Edward Island,delta_tot_7year,NA,-0.0756,-0.3669,0.3038,admin1
MYSE,Quebec,delta_avg_7year,NA,-0.0079,-0.0380,0.0277,admin1
MYSE,Quebec,delta_tot_7year,NA,-0.1181,-0.3027,0.1133,admin1
MYSE,Saskatchewan,delta_avg_7year,NA,0.0387,-0.0255,0.1169,admin1
MYSE,Saskatchewan,delta_tot_7year,NA,0.0536,-0.3924,0.6598,admin1
MYSE,Kansas,delta_avg_3year,NA,0.0900,-0.1551,0.3893,admin1
MYSE,Kansas,delta_tot_3year,NA,-0.0578,-0.5476,0.8407,admin1
MYSE,Arkansas,delta_avg_3year,NA,0.0958,-0.0339,0.2486,admin1
MYSE,Arkansas,delta_tot_3year,NA,0.1558,-0.1939,0.6763,admin1
MYSE,Ohio,delta_avg_3year,NA,0.0683,-0.0466,0.1947,admin1
MYSE,Ohio,delta_tot_3year,NA,0.0910,-0.2231,0.5275,admin1
MYSE,Alabama,delta_avg_3year,NA,0.0904,-0.0965,0.3458,admin1
MYSE,Alabama,delta_tot_3year,NA,0.0601,-0.3920,0.7686,admin1
MYSE,Iowa,delta_avg_3year,NA,0.0759,-0.1060,0.2822,admin1
MYSE,Iowa,delta_tot_3year,NA,0.0124,-0.4095,0.6595,admin1
MYSE,Wisconsin,delta_avg_3year,NA,0.0717,-0.0383,0.1908,admin1
MYSE,Wisconsin,delta_tot_3year,NA,0.1071,-0.1924,0.5080,admin1
MYSE,Nebraska,delta_avg_3year,NA,0.1883,-0.0352,0.4577,admin1
MYSE,Nebraska,delta_tot_3year,NA,0.3727,-0.2468,1.3180,admin1
MYSE,Michigan,delta_avg_3year,NA,0.0764,-0.0393,0.2062,admin1
MYSE,Michigan,delta_tot_3year,NA,0.1159,-0.2155,0.5574,admin1
MYSE,North Dakota,delta_avg_3year,NA,0.1547,0.0249,0.3134,admin1
MYSE,North Dakota,delta_tot_3year,NA,0.3986,-0.0637,0.9881,admin1
MYSE,Kentucky,delta_avg_3year,NA,0.0169,-0.0782,0.1280,admin1
MYSE,Kentucky,delta_tot_3year,NA,-0.0328,-0.2823,0.3385,admin1
MYSE,South Dakota,delta_avg_3year,NA,0.1542,-0.0088,0.3572,admin1
MYSE,South Dakota,delta_tot_3year,NA,0.3288,-0.1668,1.0401,admin1
MYSE,Maine,delta_avg_3year,NA,0.0747,-0.0111,0.1673,admin1
MYSE,Maine,delta_tot_3year,NA,0.1627,-0.1070,0.4879,admin1
MYSE,Georgia,delta_avg_3year,NA,0.1387,-0.0197,0.3485,admin1
MYSE,Georgia,delta_tot_3year,NA,0.2494,-0.1880,0.9421,admin1
MYSE,Virginia,delta_avg_3year,NA,0.0459,-0.0389,0.1456,admin1
MYSE,Virginia,delta_tot_3year,NA,0.0662,-0.1805,0.4106,admin1
MYSE,Missouri,delta_avg_3year,NA,0.0405,-0.1434,0.2577,admin1
MYSE,Missouri,delta_tot_3year,NA,-0.1148,-0.5024,0.5810,admin1
MYSE,Pennsylvania,delta_avg_3year,NA,0.0056,-0.0503,0.0713,admin1
MYSE,Pennsylvania,delta_tot_3year,NA,-0.0111,-0.1731,0.2040,admin1
MYSE,Illinois,delta_avg_3year,NA,0.0928,-0.0650,0.2552,admin1
MYSE,Illinois,delta_tot_3year,NA,0.1153,-0.2867,0.6778,admin1
MYSE,Colorado,delta_avg_3year,NA,0.3173,-0.0012,0.7242,admin1
MYSE,Colorado,delta_tot_3year,NA,0.7346,-0.2782,2.3434,admin1
MYSE,Montana,delta_avg_3year,NA,0.1304,-0.0001,0.2896,admin1
MYSE,Montana,delta_tot_3year,NA,0.3236,-0.1078,0.8693,admin1
MYSE,Minnesota,delta_avg_3year,NA,0.1284,0.0179,0.2600,admin1
MYSE,Minnesota,delta_tot_3year,NA,0.2876,-0.0661,0.7410,admin1
MYSE,Indiana,delta_avg_3year,NA,0.0704,-0.1019,0.2533,admin1
MYSE,Indiana,delta_tot_3year,NA,0.0097,-0.3857,0.6104,admin1
MYSE,Washington,delta_avg_3year,NA,0.0522,-0.0047,0.1231,admin1
MYSE,Washington,delta_tot_3year,NA,0.1472,-0.0401,0.3717,admin1
MYSE,North Carolina,delta_avg_3year,NA,0.0981,0.0031,0.2162,admin1
MYSE,North Carolina,delta_tot_3year,NA,0.2135,-0.0766,0.5838,admin1
MYSE,Mississippi,delta_avg_3year,NA,0.2379,0.0060,0.5481,admin1
MYSE,Mississippi,delta_tot_3year,NA,0.4792,-0.2230,1.5586,admin1
MYSE,South Carolina,delta_avg_3year,NA,0.1917,-0.0136,0.4646,admin1
MYSE,South Carolina,delta_tot_3year,NA,0.3455,-0.2148,1.2605,admin1
MYSE,New York,delta_avg_3year,NA,0.0284,-0.0276,0.0909,admin1
MYSE,New York,delta_tot_3year,NA,0.0497,-0.1180,0.2613,admin1
MYSE,Wyoming,delta_avg_3year,NA,0.1708,-0.0540,0.4461,admin1
MYSE,Wyoming,delta_tot_3year,NA,0.3452,-0.3191,1.3293,admin1
MYSE,Vermont,delta_avg_3year,NA,-0.0013,-0.0527,0.0607,admin1
MYSE,Vermont,delta_tot_3year,NA,-0.0176,-0.1677,0.1685,admin1
MYSE,Tennessee,delta_avg_3year,NA,0.0156,-0.1016,0.1613,admin1
MYSE,Tennessee,delta_tot_3year,NA,-0.0661,-0.3534,0.3881,admin1
MYSE,Oklahoma,delta_avg_3year,NA,0.0703,-0.1056,0.2893,admin1
MYSE,Oklahoma,delta_tot_3year,NA,0.0056,-0.3972,0.7063,admin1
MYSE,Maryland,delta_avg_3year,NA,0.0988,-0.0105,0.2174,admin1
MYSE,Maryland,delta_tot_3year,NA,0.1899,-0.1494,0.6055,admin1
MYSE,Louisiana,delta_avg_3year,NA,0.2968,0.0320,0.6558,admin1
MYSE,Louisiana,delta_tot_3year,NA,0.6681,-0.1975,2.0761,admin1
MYSE,West Virginia,delta_avg_3year,NA,0.0140,-0.0310,0.0668,admin1
MYSE,West Virginia,delta_tot_3year,NA,0.0231,-0.1139,0.1904,admin1
MYSE,Massachusetts,delta_avg_3year,NA,0.0853,-0.0057,0.1900,admin1
MYSE,Massachusetts,delta_tot_3year,NA,0.1914,-0.0961,0.5300,admin1
MYSE,New Hampshire,delta_avg_3year,NA,0.0486,-0.0103,0.1135,admin1
MYSE,New Hampshire,delta_tot_3year,NA,0.1278,-0.0625,0.3442,admin1
MYSE,Connecticut,delta_avg_3year,NA,0.0798,-0.0072,0.1722,admin1
MYSE,Connecticut,delta_tot_3year,NA,0.1938,-0.0859,0.5162,admin1
MYSE,Idaho,delta_avg_3year,NA,0.0562,-0.0021,0.1328,admin1
MYSE,Idaho,delta_tot_3year,NA,0.1555,-0.0375,0.3973,admin1
MYSE,Delaware,delta_avg_3year,NA,0.2091,0.0313,0.4224,admin1
MYSE,Delaware,delta_tot_3year,NA,0.4533,-0.1284,1.1914,admin1
MYSE,New Jersey,delta_avg_3year,NA,0.0930,-0.0197,0.2109,admin1
MYSE,New Jersey,delta_tot_3year,NA,0.1952,-0.1419,0.5791,admin1
MYSE,Rhode Island,delta_avg_3year,NA,0.1645,0.0162,0.3387,admin1
MYSE,Rhode Island,delta_tot_3year,NA,0.3643,-0.0941,0.9574,admin1
MYSE,Texas,delta_avg_3year,NA,0.2172,-0.0256,0.5469,admin1
MYSE,Texas,delta_tot_3year,NA,0.3889,-0.2628,1.5317,admin1
MYSE,District of Columbia,delta_avg_3year,NA,0.1823,0.0143,0.3931,admin1
MYSE,District of Columbia,delta_tot_3year,NA,0.4221,-0.1323,1.2373,admin1
MYSE,Alberta,delta_avg_3year,NA,0.1417,0.0311,0.2714,admin1
MYSE,Alberta,delta_tot_3year,NA,0.3473,0.0278,0.7848,admin1
MYSE,British Columbia,delta_avg_3year,NA,0.0536,0.0046,0.1155,admin1
MYSE,British Columbia,delta_tot_3year,NA,0.1335,-0.0181,0.3237,admin1
MYSE,Manitoba,delta_avg_3year,NA,0.1489,0.0291,0.2881,admin1
MYSE,Manitoba,delta_tot_3year,NA,0.3389,-0.0030,0.8020,admin1
MYSE,New Brunswick,delta_avg_3year,NA,0.0910,0.0154,0.1733,admin1
MYSE,New Brunswick,delta_tot_3year,NA,0.2319,-0.0019,0.5176,admin1
MYSE,Nova Scotia,delta_avg_3year,NA,0.0799,0.0056,0.1645,admin1
MYSE,Nova Scotia,delta_tot_3year,NA,0.1901,-0.0325,0.4677,admin1
MYSE,Ontario,delta_avg_3year,NA,0.1127,0.0150,0.2250,admin1
MYSE,Ontario,delta_tot_3year,NA,0.2518,-0.0347,0.6245,admin1
MYSE,Prince Edward Island,delta_avg_3year,NA,0.1020,0.0137,0.2057,admin1
MYSE,Prince Edward Island,delta_tot_3year,NA,0.2538,-0.0155,0.6139,admin1
MYSE,Quebec,delta_avg_3year,NA,0.0492,-0.0041,0.1136,admin1
MYSE,Quebec,delta_tot_3year,NA,0.1158,-0.0451,0.3150,admin1
MYSE,Saskatchewan,delta_avg_3year,NA,0.1589,0.0445,0.2878,admin1
MYSE,Saskatchewan,delta_tot_3year,NA,0.4077,0.0465,0.8700,admin1
PESU,Range,psi_bar_t,2010,0.6342,0.5385,0.7298,range
PESU,Range,psi_bar_t,2011,0.6180,0.5173,0.7536,range
PESU,Range,psi_bar_t,2012,0.5487,0.5015,0.6021,range
PESU,Range,psi_bar_t,2013,0.4714,0.4260,0.5219,range
PESU,Range,psi_bar_t,2014,0.4343,0.3780,0.4971,range
PESU,Range,psi_bar_t,2015,0.4856,0.4137,0.5526,range
PESU,Range,psi_bar_t,2016,0.5526,0.5021,0.6070,range
PESU,Range,psi_bar_t,2017,0.5186,0.4850,0.5541,range
PESU,Range,psi_bar_t,2018,0.4399,0.4033,0.4753,range
PESU,Range,psi_bar_t,2019,0.3170,0.2769,0.3595,range
PESU,Range,delta_bar_t,2011,-0.0199,-0.2206,0.2606,range
PESU,Range,delta_bar_t,2012,-0.1033,-0.2813,0.0629,range
PESU,Range,delta_bar_t,2013,-0.1394,-0.2338,-0.0377,range
PESU,Range,delta_bar_t,2014,-0.0766,-0.2242,0.0782,range
PESU,Range,delta_bar_t,2015,0.1238,-0.0851,0.3596,range
PESU,Range,delta_bar_t,2016,0.1436,-0.0236,0.3505,range
PESU,Range,delta_bar_t,2017,-0.0597,-0.1577,0.0469,range
PESU,Range,delta_bar_t,2018,-0.1509,-0.2323,-0.0570,range
PESU,Range,delta_bar_t,2019,-0.2779,-0.3875,-0.1625,range
PESU,Range,delta_avg_9year,NA,-0.0623,-0.0831,-0.0400,range
PESU,Range,delta_tot_9year,NA,-0.4968,-0.5922,-0.3883,range
PESU,Range,delta_avg_7year,NA,-0.0624,-0.0806,-0.0432,range
PESU,Range,delta_tot_7year,NA,-0.4210,-0.5101,-0.3240,range
PESU,Range,delta_avg_3year,NA,-0.1628,-0.2050,-0.1159,range
PESU,Range,delta_tot_3year,NA,-0.4249,-0.5147,-0.3243,range
PESU,Arkansas,psi_bar_t,2010,0.9083,0.8300,0.9632,admin1
PESU,Arkansas,psi_bar_t,2011,0.8750,0.7777,0.9700,admin1
PESU,Arkansas,psi_bar_t,2012,0.8135,0.7636,0.8595,admin1
PESU,Arkansas,psi_bar_t,2013,0.7753,0.7164,0.8277,admin1
PESU,Arkansas,psi_bar_t,2014,0.7203,0.6417,0.7934,admin1
PESU,Arkansas,psi_bar_t,2015,0.7426,0.6650,0.8112,admin1
PESU,Arkansas,psi_bar_t,2016,0.7797,0.7202,0.8323,admin1
PESU,Arkansas,psi_bar_t,2017,0.7367,0.6889,0.7838,admin1
PESU,Arkansas,psi_bar_t,2018,0.7309,0.6647,0.7881,admin1
PESU,Arkansas,psi_bar_t,2019,0.5814,0.4928,0.6737,admin1
PESU,Arkansas,delta_bar_t,2011,-0.0354,-0.1526,0.0977,admin1
PESU,Arkansas,delta_bar_t,2012,-0.0674,-0.1739,0.0465,admin1
PESU,Arkansas,delta_bar_t,2013,-0.0464,-0.1150,0.0289,admin1
PESU,Arkansas,delta_bar_t,2014,-0.0699,-0.1804,0.0432,admin1
PESU,Arkansas,delta_bar_t,2015,0.0341,-0.1078,0.2034,admin1
PESU,Arkansas,delta_bar_t,2016,0.0524,-0.0551,0.1824,admin1
PESU,Arkansas,delta_bar_t,2017,-0.0543,-0.1255,0.0169,admin1
PESU,Arkansas,delta_bar_t,2018,-0.0074,-0.0944,0.0758,admin1
PESU,Arkansas,delta_bar_t,2019,-0.2034,-0.3329,-0.0617,admin1
PESU,Arkansas,delta_avg_9year,NA,-0.0442,-0.0602,-0.0277,admin1
PESU,Arkansas,delta_tot_9year,NA,-0.3589,-0.4645,-0.2438,admin1
PESU,Ohio,psi_bar_t,2010,0.6896,0.5274,0.8390,admin1
PESU,Ohio,psi_bar_t,2011,0.6241,0.4407,0.8750,admin1
PESU,Ohio,psi_bar_t,2012,0.4866,0.4219,0.5527,admin1
PESU,Ohio,psi_bar_t,2013,0.4263,0.3697,0.4866,admin1
PESU,Ohio,psi_bar_t,2014,0.3589,0.2908,0.4240,admin1
PESU,Ohio,psi_bar_t,2015,0.3860,0.3122,0.4606,admin1
PESU,Ohio,psi_bar_t,2016,0.4384,0.3746,0.5040,admin1
PESU,Ohio,psi_bar_t,2017,0.3816,0.3382,0.4265,admin1
PESU,Ohio,psi_bar_t,2018,0.3753,0.3219,0.4350,admin1
PESU,Ohio,psi_bar_t,2019,0.2316,0.1751,0.2979,admin1
PESU,Ohio,delta_bar_t,2011,-0.0841,-0.3778,0.3617,admin1
PESU,Ohio,delta_bar_t,2012,-0.1941,-0.4567,0.0980,admin1
PESU,Ohio,delta_bar_t,2013,-0.1209,-0.2557,0.0404,admin1
PESU,Ohio,delta_bar_t,2014,-0.1548,-0.3270,0.0448,admin1
PESU,Ohio,delta_bar_t,2015,0.0857,-0.1863,0.4236,admin1
PESU,Ohio,delta_bar_t,2016,0.1464,-0.0902,0.4227,admin1
PESU,Ohio,delta_bar_t,2017,-0.1261,-0.2567,0.0272,admin1
PESU,Ohio,delta_bar_t,2018,-0.0141,-0.1664,0.1632,admin1
PESU,Ohio,delta_bar_t,2019,-0.3796,-0.5489,-0.1745,admin1
PESU,Ohio,delta_avg_9year,NA,-0.0935,-0.1239,-0.0537,admin1
PESU,Ohio,delta_tot_9year,NA,-0.6592,-0.7624,-0.5172,admin1
PESU,Alabama,psi_bar_t,2010,0.8759,0.7841,0.9459,admin1
PESU,Alabama,psi_bar_t,2011,0.8363,0.7257,0.9571,admin1
PESU,Alabama,psi_bar_t,2012,0.7588,0.7092,0.8059,admin1
PESU,Alabama,psi_bar_t,2013,0.7125,0.6538,0.7707,admin1
PESU,Alabama,psi_bar_t,2014,0.6505,0.5728,0.7340,admin1
PESU,Alabama,psi_bar_t,2015,0.6777,0.5990,0.7530,admin1
PESU,Alabama,psi_bar_t,2016,0.7196,0.6523,0.7759,admin1
PESU,Alabama,psi_bar_t,2017,0.6694,0.6133,0.7244,admin1
PESU,Alabama,psi_bar_t,2018,0.6622,0.5874,0.7429,admin1
PESU,Alabama,psi_bar_t,2019,0.5050,0.4329,0.5827,admin1
PESU,Alabama,delta_bar_t,2011,-0.0431,-0.1903,0.1243,admin1
PESU,Alabama,delta_bar_t,2012,-0.0878,-0.2198,0.0592,admin1
PESU,Alabama,delta_bar_t,2013,-0.0603,-0.1428,0.0275,admin1
PESU,Alabama,delta_bar_t,2014,-0.0856,-0.2099,0.0439,admin1
PESU,Alabama,delta_bar_t,2015,0.0459,-0.1334,0.2393,admin1
PESU,Alabama,delta_bar_t,2016,0.0653,-0.0700,0.2132,admin1
PESU,Alabama,delta_bar_t,2017,-0.0686,-0.1531,0.0190,admin1
PESU,Alabama,delta_bar_t,2018,-0.0100,-0.1121,0.1001,admin1
PESU,Alabama,delta_bar_t,2019,-0.2351,-0.3805,-0.0936,admin1
PESU,Alabama,delta_avg_9year,NA,-0.0533,-0.0703,-0.0348,admin1
PESU,Alabama,delta_tot_9year,NA,-0.4218,-0.5212,-0.3102,admin1
PESU,Louisiana,psi_bar_t,2010,0.9462,0.8914,0.9803,admin1
PESU,Louisiana,psi_bar_t,2011,0.9247,0.8518,0.9841,admin1
PESU,Louisiana,psi_bar_t,2012,0.8856,0.8417,0.9220,admin1
PESU,Louisiana,psi_bar_t,2013,0.8598,0.8019,0.9056,admin1
PESU,Louisiana,psi_bar_t,2014,0.8212,0.7399,0.8900,admin1
PESU,Louisiana,psi_bar_t,2015,0.8386,0.7574,0.8997,admin1
PESU,Louisiana,psi_bar_t,2016,0.8631,0.8093,0.9078,admin1
PESU,Louisiana,psi_bar_t,2017,0.8322,0.7793,0.8794,admin1
PESU,Louisiana,psi_bar_t,2018,0.8276,0.7601,0.8820,admin1
PESU,Louisiana,psi_bar_t,2019,0.7128,0.6168,0.8038,admin1
PESU,Louisiana,delta_bar_t,2011,-0.0221,-0.1031,0.0583,admin1
PESU,Louisiana,delta_bar_t,2012,-0.0412,-0.1071,0.0332,admin1
PESU,Louisiana,delta_bar_t,2013,-0.0289,-0.0860,0.0295,admin1
PESU,Louisiana,delta_bar_t,2014,-0.0443,-0.1399,0.0530,admin1
PESU,Louisiana,delta_bar_t,2015,0.0237,-0.0976,0.1697,admin1
PESU,Louisiana,delta_bar_t,2016,0.0308,-0.0543,0.1404,admin1
PESU,Louisiana,delta_bar_t,2017,-0.0354,-0.0905,0.0180,admin1
PESU,Louisiana,delta_bar_t,2018,-0.0052,-0.0741,0.0631,admin1
PESU,Louisiana,delta_bar_t,2019,-0.1379,-0.2621,-0.0166,admin1
PESU,Louisiana,delta_avg_9year,NA,-0.0290,-0.0429,-0.0149,admin1
PESU,Louisiana,delta_tot_9year,NA,-0.2462,-0.3510,-0.1404,admin1
PESU,Iowa,psi_bar_t,2010,0.2553,0.0760,0.6022,admin1
PESU,Iowa,psi_bar_t,2011,0.2353,0.0934,0.4787,admin1
PESU,Iowa,psi_bar_t,2012,0.2363,0.0959,0.4709,admin1
PESU,Iowa,psi_bar_t,2013,0.2196,0.0821,0.4572,admin1
PESU,Iowa,psi_bar_t,2014,0.2555,0.0738,0.5376,admin1
PESU,Iowa,psi_bar_t,2015,0.4441,0.1227,0.7376,admin1
PESU,Iowa,psi_bar_t,2016,0.4529,0.3138,0.5942,admin1
PESU,Iowa,psi_bar_t,2017,0.3498,0.2548,0.4657,admin1
